text,shares,likes,comments,label
Sample news article content 426. This is synthetic text for training.,2161,4392,1205,FAKE
Sample news article content 427. This is synthetic text for training.,153,3183,1638,REAL
Sample news article content 428. This is synthetic text for training.,3699,3167,1339,FAKE
Sample news article content 429. This is synthetic text for training.,4410,2997,1837,REAL
Sample news article content 430. This is synthetic text for training.,3786,6521,1796,FAKE
Sample news article content 431. This is synthetic text for training.,1064,3227,1648,REAL
Sample news article content 432. This is synthetic text for training.,4200,6564,405,FAKE
Sample news article content 433. This is synthetic text for training.,1913,9920,985,REAL
Sample news article content 434. This is synthetic text for training.,1216,2024,948,REAL
Sample news article content 435. This is synthetic text for training.,2401,329,1093,REAL
Sample news article content 436. This is synthetic text for training.,1772,2486,1183,REAL
Sample news article content 437. This is synthetic text for training.,1960,1155,1263,REAL
Sample news article content 438. This is synthetic text for training.,2780,4477,1546,FAKE
Sample news article content 439. This is synthetic text for training.,4804,2185,1161,FAKE
Sample news article content 440. This is synthetic text for training.,4746,7086,494,FAKE
Sample news article content 441. This is synthetic text for training.,2871,2317,678,REAL
Sample news article content 442. This is synthetic text for training.,660,3621,1270,FAKE
Sample news article content 443. This is synthetic text for training.,2635,4491,1889,REAL
Sample news article content 444. This is synthetic text for training.,2329,2511,1566,REAL
Sample news article content 445. This is synthetic text for training.,3954,7842,1547,FAKE
Sample news article content 446. This is synthetic text for training.,2450,8641,1266,FAKE
Sample news article content 447. This is synthetic text for training.,1132,9546,1643,REAL
Sample news article content 448. This is synthetic text for training.,699,7848,1359,FAKE
Sample news article content 449. This is synthetic text for training.,2038,5404,1445,REAL
Sample news article content 450. This is synthetic text for training.,4647,5393,834,REAL
Sample news article content 451. This is synthetic text for training.,4500,1293,193,REAL
Sample news article content 452. This is synthetic text for training.,4557,2465,307,REAL
Sample news article content 453. This is synthetic text for training.,2179,3175,1668,REAL
Sample news article content 454. This is synthetic text for training.,2838,7849,1930,FAKE
Sample news article content 455. This is synthetic text for training.,873,9425,505,FAKE
Sample news article content 456. This is synthetic text for training.,83,9629,280,REAL
Sample news article content 457. This is synthetic text for training.,1422,8444,1826,REAL
Sample news article content 458. This is synthetic text for training.,2675,8210,674,FAKE
Sample news article content 459. This is synthetic text for training.,3180,2759,1813,FAKE
Sample news article content 460. This is synthetic text for training.,4316,5255,932,REAL
Sample news article content 461. This is synthetic text for training.,3975,8414,1462,FAKE
Sample news article content 462. This is synthetic text for training.,1391,2,714,REAL
Sample news article content 463. This is synthetic text for training.,3218,8130,607,FAKE
Sample news article content 464. This is synthetic text for training.,4207,1259,482,REAL
Sample news article content 465. This is synthetic text for training.,614,8190,1246,FAKE
Sample news article content 466. This is synthetic text for training.,2971,4323,1772,REAL
Sample news article content 467. This is synthetic text for training.,3565,5773,116,FAKE
Sample news article content 468. This is synthetic text for training.,3576,2568,967,FAKE
Sample news article content 469. This is synthetic text for training.,4570,1885,191,REAL
Sample news article content 470. This is synthetic text for training.,270,7060,787,FAKE
Sample news article content 471. This is synthetic text for training.,4066,7844,617,REAL
Sample news article content 472. This is synthetic text for training.,2468,6111,515,FAKE
Sample news article content 473. This is synthetic text for training.,1390,9491,1553,REAL
Sample news article content 474. This is synthetic text for training.,3354,2338,306,FAKE
Sample news article content 475. This is synthetic text for training.,4135,9268,1987,REAL
Sample news article content 476. This is synthetic text for training.,3607,3758,531,FAKE
Sample news article content 477. This is synthetic text for training.,2583,4810,121,REAL
Sample news article content 478. This is synthetic text for training.,4073,9139,648,FAKE
Sample news article content 479. This is synthetic text for training.,3075,6791,591,REAL
Sample news article content 480. This is synthetic text for training.,3906,7171,1177,REAL
Sample news article content 481. This is synthetic text for training.,289,2731,869,REAL
Sample news article content 482. This is synthetic text for training.,2480,869,1560,FAKE
Sample news article content 483. This is synthetic text for training.,3252,5166,1475,REAL
Sample news article content 484. This is synthetic text for training.,278,93,1192,FAKE
Sample news article content 485. This is synthetic text for training.,2924,2987,58,REAL
Sample news article content 486. This is synthetic text for training.,580,9967,300,FAKE
Sample news article content 487. This is synthetic text for training.,4958,8627,552,REAL
Sample news article content 488. This is synthetic text for training.,253,4947,1573,FAKE
Sample news article content 489. This is synthetic text for training.,4276,6651,1140,FAKE
Sample news article content 490. This is synthetic text for training.,4776,6979,1810,REAL
Sample news article content 491. This is synthetic text for training.,824,6794,1805,FAKE
Sample news article content 492. This is synthetic text for training.,3832,6524,1150,FAKE
Sample news article content 493. This is synthetic text for training.,699,3144,1428,REAL
Sample news article content 494. This is synthetic text for training.,1380,3587,398,FAKE
Sample news article content 495. This is synthetic text for training.,3896,76,514,FAKE
Sample news article content 496. This is synthetic text for training.,1673,9007,804,FAKE
Sample news article content 497. This is synthetic text for training.,2727,8959,1908,REAL
Sample news article content 498. This is synthetic text for training.,3156,6553,497,FAKE
Sample news article content 499. This is synthetic text for training.,3388,8297,941,REAL
Sample news article content 500. This is synthetic text for training.,4307,6694,527,FAKE
Sample news article content 501. This is synthetic text for training.,383,2873,397,FAKE
Sample news article content 502. This is synthetic text for training.,341,3346,1288,FAKE
Sample news article content 503. This is synthetic text for training.,1987,7024,1774,REAL
Sample news article content 504. This is synthetic text for training.,4059,3148,1286,FAKE
Sample news article content 505. This is synthetic text for training.,4939,9657,1421,FAKE
